Date,Keywords,Classification,Positive,Negative,Neutral
20170926,asian stocks korean tensions german election apple suppliers safehaven assets,positive,0.7,0.3,0.01
20170926,brent crude kurdistan turkey opec us production,negative,0.15,0.55,0.3
20170926,us jobs unemployment labor market may report economic growth,positive,0.6,0.4,0.0
20170926,manufacturing china economic growth pmi recovery,positive,0.93,0.07,0.0
20170927,manufacturing china recovery pmi economy,positive,0.5,0.5,0.0
20170927,job growth unemployment us economy may report labor market,negative,0.31,0.69,0.0
20170927,oil prices crude inventories refinery recovery brent wti,negative,0.03,0.97,0.0
20170927,yangtze river chemical transport party congress price surge industrial buyers,positive,0.99,0.01,0.0
20170927,crude oil inventories refinery activity exports hurricane harvey,positive,0.82,0.16,0.02
20170927,crude oil stockpiles opec futures supply cuts,positive,0.99,0.01,0.0
20170927,oil prices crude inventories eia opec production cuts,positive,0.99,0.01,0.0
20170927,crude oil inventories refinery activity exports hurricane harvey,positive,0.82,0.16,0.02
20170927,manufacturing china economic growth pmi recovery,positive,0.93,0.07,0.0
20170927,job growth unemployment us economy may report labor market,negative,0.31,0.69,0.0
20170927,manufacturing china economic growth pmi recovery,positive,0.93,0.07,0.0
20170927,job growth unemployment us economy may report labor market,negative,0.31,0.69,0.0
20170927,job growth unemployment us economy may report labor market,negative,0.31,0.69,0.0
20170927,gold us dollar federal reserve interest rates durable goods,negative,0.07,0.91,0.02
20170927,gold prices federal reserve interest rates us dollar tax reform,negative,0.09,0.89,0.02
20170927,gold dollar rate hike tax reform precious metals,positive,0.9,0.1,0.0
20170927,job growth unemployment us economy may report labor market,negative,0.31,0.69,0.0
20170927,natural gas futures storage weather demand,negative,0.05,0.87,0.08
20170927,corn glut biotechnology crop yields farm income monsanto,negative,0.29,0.71,0.0
20170927,crude oil inventories refineries exports gasoline,negative,0.02,0.91,0.07
20170927,us jobs unemployment labor market may report economic growth,positive,0.6,0.4,0.0
20170928,aramco ipo opec oil prices saudi arabia production cuts,positive,0.99,0.01,0.0
20170928,crude oil inventories opec production cuts prices,positive,0.98,0.02,0.0
20170928,crude oil supplydemand kurdistan exports rig count,negative,0.2,0.72,0.08
20170928,crude oil inventory exports refinery shale,negative,0.06,0.84,0.1
20170928,manufacturing china pmi economic growth june,positive,0.94,0.06,0.0
20170928,us jobs unemployment labor market may report economic growth,positive,0.6,0.4,0.0
20170928,gold prices us tax reform dollar strength federal reserve precious metals,positive,0.89,0.11,0.0
20170928,gold dollar rate hike tax reform demand,positive,0.96,0.04,0.0
20170928,gold prices india demand us rate hike dollar strength economic data,positive,0.52,0.48,0.0
20170928,gold interest rates dollar economic data futures,negative,0.37,0.54,0.08
20170928,gold dollar us economy interest rates tax reform,negative,0.21,0.76,0.03
20170928,turkey iraq oil exports kurdistan referendum,negative,0.11,0.5,0.4
20170928,natural gas futures storage eia weather,negative,0.04,0.9,0.06
20170928,oil prices kurdistan turkey crude exports supply risk,negative,0.24,0.76,0.0
20170928,oil prices us production crude inventories opec cuts brent crude,negative,0.17,0.83,0.0
20170928,kurdish referendum turkey oil exports baghdad independence,neutral,0.03,0.09,0.89
20170929,oil prices brent crude kurdistan supply risk middle east,negative,0.02,0.97,0.0
20170929,manufacturing china economic growth pmi recovery,positive,0.93,0.07,0.0
20170929,crude oil prices inventories opec production cuts,positive,0.99,0.01,0.0
20170929,crude oil iraq supply disruption us shale oil prices,positive,0.88,0.12,0.0
20170929,gasoline diesel car sales emissions europe,positive,0.58,0.4,0.02
20170929,job growth unemployment us economy may report labor market,negative,0.31,0.69,0.0
20170929,gold inflation federal reserve rate hike precious metals,positive,0.76,0.23,0.0
20170929,gold us dollar tax reform interest rates comex,positive,0.66,0.33,0.0
20170929,shale drillers oil sands moodys profits commodity prices,negative,0.1,0.89,0.0
20170929,job growth unemployment us economy may report labor market,negative,0.31,0.69,0.0
20170929,coal nuclear grid resilience renewable energy emissions,positive,0.81,0.16,0.03
20170929,oil prices opec us shale brent crude market rebalancing,negative,0.04,0.95,0.0
20170929,antidumping stainless steel china india trade investigation,negative,0.36,0.61,0.03
20170929,mercosur beef imports eu trade tariff quotas negotiations,neutral,0.24,0.23,0.53
20170930,kurdistan oil revenues baghdad independence referendum civil servants,positive,0.93,0.05,0.02
20170930,puerto rico renewable energy hurricane maria power grid federal aid,positive,0.93,0.06,0.0
20171001,oil prices wti brent crude opec cuts kurdish referendum,negative,0.01,0.99,0.0
20171001,crude oil wti brent opec kurdish referendum,neutral,0.09,0.14,0.77
20171001,gold federal reserve interest rates dollar inflation,negative,0.37,0.63,0.01
20171001,gold dollar interest rates catalonia inflation,negative,0.08,0.92,0.0
20171002,cefc china rosneft petrochemicals alternative energy belt road,negative,0.43,0.57,0.0
20171002,crude oil opec inventory production compliance,positive,0.72,0.01,0.27
20171002,crude oil production opec rig count prices,positive,0.94,0.04,0.02
20171002,opec oil prices production compliance us drilling,positive,0.59,0.09,0.33
20171002,crude oil wti brent opec supply cuts,positive,0.97,0.03,0.0
20171002,job growth unemployment us economy may report labor market,negative,0.31,0.69,0.0
20171002,gold prices us dollar manufacturing data safehaven china holiday,negative,0.08,0.91,0.01
20171002,gold dollar rate hike tax reform las vegas shooting,positive,0.96,0.04,0.0
20171002,gold federal reserve interest rates dollar precious metals,negative,0.13,0.82,0.05
20171002,gold prices us manufacturing safehaven demand dollar strength rate hike,positive,0.78,0.21,0.0
20171002,islamic state oil wells hawija kirkuk iraqi forces,negative,0.04,0.96,0.0
20171002,natural gas futures prices storage demand,negative,0.06,0.92,0.02
20171002,oil prices opec us drilling crude output brent crude,negative,0.19,0.78,0.03
20171002,manufacturing china economic growth pmi recovery,positive,0.93,0.07,0.0
20171002,russia gold reserves central bank sanctions commodities,negative,0.0,0.99,0.0
20171002,us jobs unemployment labor market may report economic growth,positive,0.6,0.4,0.0
20171003,crude oil inventories opec shale production prices,positive,0.94,0.05,0.0
20171003,crude oil stockpile data opec cuts oil prices energy market,positive,0.95,0.05,0.0
20171003,crude oil opec inventory shale demand,negative,0.17,0.78,0.05
20171003,gold prices fed chair dollar india demand treasury yields,negative,0.39,0.61,0.0
20171003,gold dollar rate hike tax reform manufacturing,positive,0.94,0.06,0.0
20171003,gold federal reserve interest rates dollar commodities,negative,0.11,0.77,0.11
20171003,gold dollar fed chair treasury yields commodities,negative,0.02,0.98,0.0
20171003,natural gas futures demand weather storage,negative,0.05,0.91,0.04
20171003,job growth unemployment us economy may report labor market,negative,0.31,0.69,0.0
20171003,oil prices shale production brent crude opec supplydemand,negative,0.08,0.91,0.01
20171003,crude oil stockpiles opec futures production cuts,positive,1.0,0.0,0.0
20171003,crude oil inventories gasoline distillates cushing,negative,0.01,0.98,0.0
20171004,soybean imports china us crop damage shipping delays soymeal prices,negative,0.01,0.99,0.0
20171004,china manufacturing recovery economic stimulus growth,positive,0.88,0.11,0.0
20171004,crude oil opec us exports inventory russia,neutral,0.4,0.02,0.58
20171004,oil prices crude inventories eia opec production cuts,positive,0.99,0.01,0.0
20171004,crude oil us exports opec inventories brent,negative,0.23,0.56,0.21
20171004,crude oil inventories opec gasoline futures,negative,0.04,0.95,0.01
20171004,gold federal reserve interest rates dollar precious metals,negative,0.13,0.82,0.05
20171004,gold federal reserve jerome powell dollar precious metals,negative,0.04,0.96,0.0
20171004,gold prices federal reserve jerome powell us dollar monetary policy,negative,0.01,0.94,0.05
20171004,gold dollar federal reserve employment speculation,negative,0.19,0.81,0.0
20171004,jobs report unemployment us economy hiring labor market,negative,0.23,0.77,0.0
20171004,opec oil cuts iran supply glut russia,positive,0.95,0.05,0.0
20171004,offshore rigs harshenvironment oil exploration day rates mergers,negative,0.02,0.98,0.0
20171004,oil prices us exports opec crude production brent,positive,0.73,0.03,0.23
20171004,jobs report unemployment us economy hiring labor market,negative,0.23,0.77,0.0
20171004,puerto rico hurricane maria power grid prepa recovery,positive,0.81,0.19,0.0
20171004,sri lanka chinese investment oil refinery hambantota fuel market,negative,0.12,0.87,0.0
20171005,jobs unemployment us economy may 2024 labor market,positive,0.58,0.42,0.0
20171005,bp gulf mexico oil production evacuation tropical storm nate,positive,0.89,0.0,0.11
20171005,oil prices opec hurricane production cuts us output,positive,0.99,0.01,0.0
20171005,crude oil opec inventory decline exports prices,positive,0.71,0.29,0.0
20171005,oil prices opec production cuts us output libya,positive,0.97,0.03,0.0
20171005,crude oil opec stockpiles exports prices,negative,0.17,0.83,0.01
20171005,gold prices us dollar nonfarm payrolls economic data trade deficit,negative,0.02,0.98,0.0
20171005,gold federal reserve us dollar economic data interest rates,negative,0.12,0.78,0.1
20171005,gold us dollar federal reserve jobless claims rate hike,positive,0.83,0.17,0.0
20171005,gold prices us dollar economic data jobless claims trade deficit,negative,0.07,0.93,0.0
20171005,us jobs unemployment labor market may report economic growth,positive,0.6,0.4,0.0
20171005,oil prices opec saudi arabia russia production cuts,positive,0.99,0.01,0.0
20171005,opec oil cuts saudi arabia russia energy cooperation,positive,0.99,0.01,0.0
20171005,tropical storm nate costa rica us gulf coast hurricane oil production,positive,0.85,0.12,0.02
20171005,job growth unemployment us economy may report labor market,negative,0.31,0.69,0.0
20171006,fuel efficiency automakers epa california emissions standards,positive,0.48,0.08,0.44
20171006,crude oil gulf mexico opec production cuts storm nate,positive,1.0,0.0,0.0
20171006,crude oil opec gulf mexico production cuts storm nate,positive,1.0,0.0,0.0
20171006,crude oil gulf mexico oversupply kurdistan rig count,positive,0.96,0.04,0.0
20171006,manufacturing china recovery pmi economy,positive,0.5,0.5,0.0
20171006,eni exploration mexico bertelli oil discovery,negative,0.0,0.99,0.0
20171006,gold nonfarm payrolls inflation interest rates us dollar,negative,0.02,0.98,0.0
20171006,gold us dollar wage growth employment report federal reserve,positive,0.61,0.38,0.0
20171006,gold us dollar jobs report interest rates economic data,negative,0.14,0.85,0.01
20171006,oil prices brent crude oversupply us exports production cuts,positive,1.0,0.0,0.0
20171006,manufacturing china economic growth pmi recovery,positive,0.93,0.07,0.0
20171006,job growth unemployment us economy may report labor market,negative,0.31,0.69,0.0
20171006,manufacturing china economic growth pmi recovery,positive,0.93,0.07,0.0
20171007,sabratha libya migrant smuggling mellitah terminal dabbashi brigade operations room,positive,0.8,0.19,0.01
20171007,lng trucks china pollution heavyduty vehicles government policy,negative,0.17,0.83,0.0
20171007,hurricane nate gulf mexico oil production refinery shutdowns storm surge,positive,1.0,0.0,0.0
20171007,adani carmichael mine protests environment australia,positive,0.93,0.07,0.0
20171008,crude oil opec supply demand us stockpiles iran nuclear deal,negative,0.26,0.73,0.01
20171008,oil prices gulf mexico oversupply opec production cuts,positive,0.94,0.06,0.0
20171008,opec oil market production cuts supply pact demand,positive,0.99,0.0,0.0
20171008,gold dollar north korea fed inflation,negative,0.08,0.92,0.0
20171008,gold prices federal reserve us jobs north korea ecb,negative,0.05,0.95,0.0
20171008,manufacturing china economic growth pmi recovery,positive,0.93,0.07,0.0
20171008,platinum mining tribal leaders community protests land rights south africa,positive,0.8,0.2,0.0
20171008,saudi aramco india joint venture refinery investment,negative,0.02,0.98,0.0
20171009,crude oil opec production cuts gulf mexico china,positive,1.0,0.0,0.0
20171009,manufacturing china economic growth pmi recovery,positive,0.93,0.07,0.0
20171009,crude oil opec hurricane nate output cuts gulf coast,positive,1.0,0.0,0.0
